timestamp ,open    ,high    ,low     ,close   ,adjusted_close,volume  ,dividend_amount,split_coefficient
2018-04-16,175.0301,176.1900,174.8301,175.8200,175.8200      ,21546084,0.0000         ,1.0000
2018-04-13,174.7800,175.8400,173.8500,174.7300,174.7300      ,25124255,0.0000         ,1.0000
2018-04-12,173.4100,175.0000,173.0400,174.1400,174.1400      ,22889285,0.0000         ,1.0000
2018-04-11,172.2300,173.9232,171.7000,172.4400,172.4400      ,22431640,0.0000         ,1.0000
2018-04-10,173.0000,174.0000,171.5300,173.2500,173.2500      ,28614241,0.0000         ,1.0000
2018-04-09,169.8800,173.0900,169.8450,170.0500,170.0500      ,29017718,0.0000         ,1.0000
2018-04-06,170.9700,172.4800,168.2000,168.3800,168.3800      ,35005290,0.0000         ,1.0000
2018-04-05,172.5800,174.2304,172.0800,172.8000,172.8000      ,26933197,0.0000         ,1.0000
2018-04-04,164.8800,172.0100,164.7700,171.6100,171.6100      ,34605489,0.0000         ,1.0000
2018-04-03,167.6400,168.7455,164.8800,168.3900,168.3900      ,30278046,0.0000         ,1.0000
2018-04-02,167.8800,168.9400,164.4700,166.6800,166.6800      ,37586791,0.0000         ,1.0000
2018-03-29,167.8050,171.7500,166.9000,167.7800,167.7800      ,38398505,0.0000         ,1.0000
2018-03-28,167.2500,170.0200,165.1900,166.4800,166.4800      ,41668545,0.0000         ,1.0000
2018-03-27,173.6800,175.1500,166.9200,168.3400,168.3400      ,38962839,0.0000         ,1.0000
2018-03-26,168.0700,173.1000,166.4400,172.7700,172.7700      ,36272617,0.0000         ,1.0000
2018-03-23,168.3900,169.9200,164.9400,164.9400,164.9400      ,40248954,0.0000         ,1.0000
2018-03-22,170.0000,172.6800,168.6000,168.8500,168.8500      ,41051076,0.0000         ,1.0000
2018-03-21,175.0400,175.0900,171.2600,171.2700,171.2700      ,35247358,0.0000         ,1.0000
2018-03-20,175.2400,176.8000,174.9400,175.2400,175.2400      ,19314039,0.0000         ,1.0000
2018-03-19,177.3200,177.4700,173.6600,175.3000,175.3000      ,32804695,0.0000         ,1.0000
2018-03-16,178.6500,179.1200,177.6200,178.0200,178.0200      ,36836456,0.0000         ,1.0000
2018-03-15,178.5000,180.2400,178.0701,178.6500,178.6500      ,22584565,0.0000         ,1.0000
2018-03-14,180.3200,180.5200,177.8100,178.4400,178.4400      ,29075469,0.0000         ,1.0000
2018-03-13,182.5900,183.5000,179.2400,179.9700,179.9700      ,31168404,0.0000         ,1.0000
2018-03-12,180.2900,182.3900,180.2100,181.7200,181.7200      ,32055405,0.0000         ,1.0000
2018-03-09,177.9600,180.0000,177.3900,179.9800,179.9800      ,31385134,0.0000         ,1.0000
2018-03-08,175.4800,177.1200,175.0700,176.9400,176.9400      ,23163767,0.0000         ,1.0000
2018-03-07,174.9400,175.8500,174.2700,175.0300,175.0300      ,31703462,0.0000         ,1.0000
2018-03-06,177.9100,178.2500,176.1300,176.6700,176.6700      ,23788506,0.0000         ,1.0000
2018-03-05,175.2100,177.7400,174.5200,176.8200,176.8200      ,28401366,0.0000         ,1.0000
2018-03-02,172.8000,176.3000,172.4500,176.2100,176.2100      ,38453950,0.0000         ,1.0000
2018-03-01,178.5400,179.7750,172.6600,175.0000,175.0000      ,48801970,0.0000         ,1.0000
2018-02-28,179.2600,180.6150,178.0500,178.1200,178.1200      ,33604574,0.0000         ,1.0000
2018-02-27,179.1000,180.4800,178.1600,178.3900,178.3900      ,38685165,0.0000         ,1.0000
2018-02-26,176.3500,179.3900,176.2100,178.9700,178.9700      ,36886432,0.0000         ,1.0000
2018-02-23,173.6700,175.6500,173.5400,175.5000,175.5000      ,33329232,0.0000         ,1.0000
2018-02-22,171.8000,173.9500,171.7100,172.5000,172.5000      ,30504116,0.0000         ,1.0000
2018-02-21,172.8300,174.1200,171.0100,171.0700,171.0700      ,35833514,0.0000         ,1.0000
2018-02-20,172.0500,174.2600,171.4200,171.8500,171.8500      ,33531012,0.0000         ,1.0000
2018-02-16,172.3600,174.8200,171.7700,172.4300,172.4300      ,39638793,0.0000         ,1.0000
2018-02-15,169.7900,173.0900,169.0000,172.9900,172.9900      ,50609595,0.0000         ,1.0000
2018-02-14,163.0450,167.5400,162.8800,167.3700,167.3700      ,39669178,0.0000         ,1.0000
