timestamp ,open   ,high   ,low    ,close  ,adjusted_close,volume  ,dividend_amount,split_coefficient
2018-04-16,94.0700,94.6600,93.4200,94.1700,94.1700       ,20145939,0.0000         ,1.0000
2018-04-13,94.0500,94.1800,92.4400,93.0800,93.0800       ,23346063,0.0000         ,1.0000
2018-04-12,92.4300,94.1600,92.4300,93.5800,93.5800       ,26758879,0.0000         ,1.0000
2018-04-11,92.0100,93.2900,91.4800,91.8600,91.8600       ,24872110,0.0000         ,1.0000
2018-04-10,92.3900,93.2800,91.6400,92.8800,92.8800       ,26939883,0.0000         ,1.0000
2018-04-09,91.0400,93.1700,90.6200,90.7700,90.7700       ,31533943,0.0000         ,1.0000
2018-04-06,91.4900,92.4600,89.4800,90.2300,90.2300       ,38026000,0.0000         ,1.0000
2018-04-05,92.4350,93.0650,91.4000,92.3800,92.3800       ,29771881,0.0000         ,1.0000
2018-04-04,87.8500,92.7600,87.7300,92.3300,92.3300       ,35559956,0.0000         ,1.0000
2018-04-03,89.5750,90.0500,87.8900,89.7100,89.7100       ,37213837,0.0000         ,1.0000
2018-04-02,90.4700,90.8800,87.5100,88.5200,88.5200       ,48515417,0.0000         ,1.0000
2018-03-29,90.1800,92.2900,88.4000,91.2700,91.2700       ,45867548,0.0000         ,1.0000
2018-03-28,89.8200,91.2300,88.8730,89.3900,89.3900       ,52501146,0.0000         ,1.0000
2018-03-27,94.9400,95.1390,88.5100,89.4700,89.4700       ,53704562,0.0000         ,1.0000
2018-03-26,90.6100,94.0000,90.4000,93.7800,93.7800       ,55031149,0.0000         ,1.0000
2018-03-23,89.5000,90.4600,87.0800,87.1800,87.1800       ,42159397,0.0000         ,1.0000
2018-03-22,91.2650,91.7500,89.6600,89.7900,89.7900       ,37578166,0.0000         ,1.0000
2018-03-21,92.9300,94.0500,92.2100,92.4800,92.4800       ,23753263,0.0000         ,1.0000
2018-03-20,93.0500,93.7700,93.0000,93.1300,93.1300       ,21787780,0.0000         ,1.0000
2018-03-19,93.7400,93.9000,92.1100,92.8900,92.8900       ,31752589,0.0000         ,1.0000
