timestamp ,open   ,high   ,low    ,close  ,adjusted_close,volume  ,dividend_amount,split_coefficient
2018-04-16,21.9700,22.0300,21.7250,21.8500,21.8500       ,8246342 ,0.0000         ,1.0000
2018-04-13,22.0400,22.1200,21.6450,21.7700,21.7700       ,5867486 ,0.0000         ,1.0000
2018-04-12,21.8000,22.1000,21.7600,21.9400,21.9400       ,8036320 ,0.0000         ,1.0000
2018-04-11,21.5500,21.8268,21.5026,21.5900,21.5900       ,9736473 ,0.0000         ,1.0000
2018-04-10,21.1900,21.9151,21.1900,21.7500,21.7500       ,11967201,0.0000         ,1.0000
2018-04-09,20.9400,21.3200,20.7550,20.8900,20.8900       ,8208928 ,0.0000         ,1.0000
2018-04-06,21.2800,21.6200,20.6000,20.7800,20.7800       ,10557627,0.0000         ,1.0000
2018-04-05,21.6400,21.8300,21.5000,21.5500,21.5500       ,7189191 ,0.0000         ,1.0000
2018-04-04,20.8700,21.6100,20.8100,21.5400,21.5400       ,8208383 ,0.0000         ,1.0000
2018-04-03,21.3400,21.5600,21.0100,21.3200,21.3200       ,8117006 ,0.0000         ,1.0000
2018-04-02,21.8400,21.8800,20.9200,21.1400,21.1400       ,10078997,0.0000         ,1.0000
2018-03-29,21.8200,22.0800,21.7700,21.9200,21.9200       ,8428236 ,0.0000         ,1.0000
2018-03-28,21.7700,21.8650,21.4341,21.6900,21.6900       ,13347810,0.0000         ,1.0000
2018-03-27,22.2300,22.3400,21.6800,21.7700,21.7700       ,14796678,0.0000         ,1.0000
2018-03-26,22.2500,22.4400,21.9200,22.2000,22.2000       ,9397222 ,0.0000         ,1.0000
2018-03-23,22.5100,22.7000,21.8300,21.8500,21.8500       ,16512235,0.0000         ,1.0000
2018-03-22,23.0400,23.1000,22.4300,22.4700,22.4700       ,13112294,0.0000         ,1.0000
2018-03-21,23.2600,23.5700,23.1800,23.2800,23.2800       ,6214754 ,0.0000         ,1.0000
2018-03-20,23.2500,23.5550,23.2201,23.2800,23.2800       ,8313505 ,0.0000         ,1.0000
2018-03-19,23.4500,23.4799,23.0100,23.2000,23.2000       ,7385050 ,0.0000         ,1.0000
2018-03-16,23.5700,23.8200,23.4900,23.5100,23.5100       ,19824220,0.0000         ,1.0000
2018-03-15,23.5500,23.6400,23.3700,23.4800,23.4800       ,10308007,0.0000         ,1.0000
2018-03-14,23.7900,23.8100,23.2800,23.4800,23.4800       ,9301344 ,0.0000         ,1.0000
2018-03-13,23.7900,24.0100,23.5500,23.6200,23.6200       ,16915720,0.1393         ,1.0000
2018-03-12,24.6900,24.6900,23.8200,23.8300,23.6903       ,19616660,0.0000         ,1.0000
2018-03-09,24.0600,24.7500,24.0000,24.6500,24.5055       ,12892356,0.0000         ,1.0000
2018-03-08,24.1500,24.2400,23.7500,23.9500,23.8096       ,6876519 ,0.0000         ,1.0000
2018-03-07,23.7451,24.1400,23.6950,24.0400,23.8991       ,8420580 ,0.0000         ,1.0000
2018-03-06,23.8000,24.1500,23.7200,23.9500,23.8096       ,9878149 ,0.0000         ,1.0000
2018-03-05,23.4600,23.8750,23.3350,23.6900,23.5511       ,10034124,0.0000         ,1.0000
2018-03-02,23.2300,23.6300,23.0800,23.5700,23.4318       ,10112562,0.0000         ,1.0000
2018-03-01,23.4700,23.7900,23.0200,23.3500,23.2131       ,12042409,0.0000         ,1.0000
2018-02-28,23.6700,23.9000,23.3900,23.3900,23.2529       ,13264933,0.0000         ,1.0000
2018-02-27,23.3700,23.8300,23.2600,23.5200,23.3821       ,15253996,0.0000         ,1.0000
2018-02-26,22.5500,23.5500,22.5500,23.4600,23.3225       ,21337455,0.0000         ,1.0000
2018-02-23,22.7500,23.2200,22.0000,22.1300,22.0003       ,21855893,0.0000         ,1.0000
2018-02-22,21.2600,21.6400,21.2500,21.3900,21.2646       ,10396070,0.0000         ,1.0000
2018-02-21,21.4500,21.7350,21.1700,21.1700,21.0459       ,7443505 ,0.0000         ,1.0000
2018-02-20,21.2700,21.5850,21.2300,21.3900,21.2646       ,8000645 ,0.0000         ,1.0000
2018-02-16,21.4000,21.7100,21.3275,21.4000,21.2745       ,6063183 ,0.0000         ,1.0000
2018-02-15,21.4800,21.5300,20.9500,21.4500,21.3242       ,7901374 ,0.0000         ,1.0000
2018-02-14,20.4400,21.3500,20.3500,21.2900,21.1652       ,12084718,0.0000         ,1.0000
2018-02-13,20.3000,20.6600,20.3000,20.5800,20.4593       ,11600472,0.0000         ,1.0000
2018-02-12,20.2900,20.6250,20.1400,20.4100,20.2903       ,12410160,0.0000         ,1.0000
2018-02-09,20.2100,20.3100,19.3100,20.1100,19.9921       ,13164030,0.0000         ,1.0000
2018-02-08,21.2700,21.3400,19.9100,19.9200,19.8032       ,16480244,0.0000         ,1.0000
2018-02-07,21.3600,21.5250,21.0475,21.2100,21.0856       ,11803698,0.0000         ,1.0000
