timestamp ,open   ,high   ,low    ,close  ,adjusted_close,volume   ,dividend_amount,split_coefficient
2018-04-16,10.0000,10.1700,9.9000 ,10.0900,10.0900       ,28766030 ,0.0000         ,1.0000
2018-04-13,10.2000,10.2200,9.8800 ,9.9300 ,9.9300        ,38935658 ,0.0000         ,1.0000
2018-04-12,9.9800 ,10.1000,9.8200 ,10.0800,10.0800       ,47784419 ,0.0000         ,1.0000
2018-04-11,9.8700 ,10.0300,9.7900 ,9.8200 ,9.8200        ,29169324 ,0.0000         ,1.0000
2018-04-10,9.7500 ,10.0400,9.7100 ,9.9800 ,9.9800        ,43036502 ,0.0000         ,1.0000
2018-04-09,9.7500 ,9.8400 ,9.5200 ,9.5300 ,9.5300        ,38382608 ,0.0000         ,1.0000
2018-04-06,9.8300 ,10.1000,9.5000 ,9.6100 ,9.6100        ,51087146 ,0.0000         ,1.0000
2018-04-05,10.0500,10.2000,9.9100 ,10.0200,10.0200       ,65758791 ,0.0000         ,1.0000
2018-04-04,9.0800 ,9.8100 ,9.0400 ,9.7700 ,9.7700        ,67356888 ,0.0000         ,1.0000
2018-04-03,9.6300 ,9.7700 ,9.3000 ,9.5500 ,9.5500        ,54891576 ,0.0000         ,1.0000
2018-04-02,9.9900 ,10.1400,9.5100 ,9.5300 ,9.5300        ,64824596 ,0.0000         ,1.0000
2018-03-29,9.9400 ,10.0800,9.8100 ,10.0500,10.0500       ,48681415 ,0.0000         ,1.0000
2018-03-28,9.9900 ,10.1689,9.7900 ,9.8100 ,9.8100        ,64832148 ,0.0000         ,1.0000
2018-03-27,10.5100,10.5900,9.9000 ,10.0000,10.0000       ,68157322 ,0.0000         ,1.0000
2018-03-26,10.7100,10.8000,10.1800,10.4400,10.4400       ,75239343 ,0.0000         ,1.0000
2018-03-23,10.9100,10.9700,10.5700,10.6300,10.6300       ,54661263 ,0.0000         ,1.0000
2018-03-22,11.1000,11.2600,10.8500,10.9100,10.9100       ,59569610 ,0.0000         ,1.0000
2018-03-21,11.1600,11.3400,11.1100,11.2600,11.2600       ,44453537 ,0.0000         ,1.0000
